,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
51155,51155,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,EWS,Female-only (including Supernumerary),5221,5221,6,4,Bachelor of Technology,0,Karnataka
51156,51156,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,OBC-NCL,Gender-Neutral,5736,7381,6,4,Bachelor of Technology,0,Karnataka
51157,51157,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,OBC-NCL,Female-only (including Supernumerary),11875,12646,6,4,Bachelor of Technology,0,Karnataka
51158,51158,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,SC,Gender-Neutral,2497,2894,6,4,Bachelor of Technology,0,Karnataka
51159,51159,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,SC,Female-only (including Supernumerary),4182,4182,6,4,Bachelor of Technology,0,Karnataka
51160,51160,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,SC (PwD),Gender-Neutral,63,63,6,4,Bachelor of Technology,0,Karnataka
51161,51161,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,ST,Gender-Neutral,646,789,6,4,Bachelor of Technology,0,Karnataka
51162,51162,"National Institute of Technology Karnataka, Surathkal",Civil Engineering,OS,ST,Female-only (including Supernumerary),1182,1182,6,4,Bachelor of Technology,0,Karnataka
51163,51163,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,GEN,Gender-Neutral,4017,4906,6,4,Bachelor of Technology,0,Karnataka
51164,51164,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,GEN,Female-only (including Supernumerary),7514,7514,6,4,Bachelor of Technology,0,Karnataka
51165,51165,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,EWS,Gender-Neutral,1974,1974,6,4,Bachelor of Technology,0,Karnataka
51166,51166,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,EWS,Female-only (including Supernumerary),8919,8919,6,4,Bachelor of Technology,0,Karnataka
51167,51167,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,OBC-NCL,Gender-Neutral,3149,4058,6,4,Bachelor of Technology,0,Karnataka
51168,51168,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,OBC-NCL,Female-only (including Supernumerary),6011,6011,6,4,Bachelor of Technology,0,Karnataka
51169,51169,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,SC,Gender-Neutral,1952,2580,6,4,Bachelor of Technology,0,Karnataka
51170,51170,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,HS,ST,Gender-Neutral,448,448,6,4,Bachelor of Technology,0,Karnataka
51171,51171,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,GEN,Gender-Neutral,2758,3763,6,4,Bachelor of Technology,0,Karnataka
51172,51172,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,GEN,Female-only (including Supernumerary),5011,5011,6,4,Bachelor of Technology,0,Karnataka
51173,51173,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,OPEN (PwD),Gender-Neutral,94,94,6,4,Bachelor of Technology,0,Karnataka
51174,51174,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,EWS,Gender-Neutral,450,450,6,4,Bachelor of Technology,0,Karnataka
51175,51175,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,OBC-NCL,Gender-Neutral,1264,1376,6,4,Bachelor of Technology,0,Karnataka
51176,51176,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,OBC-NCL,Female-only (including Supernumerary),2589,2589,6,4,Bachelor of Technology,0,Karnataka
51177,51177,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,SC,Gender-Neutral,521,705,6,4,Bachelor of Technology,0,Karnataka
51178,51178,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,SC,Female-only (including Supernumerary),1560,1560,6,4,Bachelor of Technology,0,Karnataka
51179,51179,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,OS,ST,Gender-Neutral,162,162,6,4,Bachelor of Technology,0,Karnataka
51180,51180,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,GEN,Gender-Neutral,1599,2957,6,4,Bachelor of Technology,0,Karnataka
51181,51181,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,GEN,Female-only (including Supernumerary),2442,4197,6,4,Bachelor of Technology,0,Karnataka
51182,51182,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,OPEN (PwD),Female-only (including Supernumerary),606,606,6,4,Bachelor of Technology,0,Karnataka
51183,51183,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,EWS,Gender-Neutral,549,1173,6,4,Bachelor of Technology,0,Karnataka
51184,51184,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),3199,3199,6,4,Bachelor of Technology,0,Karnataka
51185,51185,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,715,1992,6,4,Bachelor of Technology,0,Karnataka
51186,51186,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),879,1869,6,4,Bachelor of Technology,0,Karnataka
51187,51187,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,OBC-NCL (PwD),Gender-Neutral,26,26,6,4,Bachelor of Technology,0,Karnataka
51188,51188,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,SC,Gender-Neutral,376,1310,6,4,Bachelor of Technology,0,Karnataka
51189,51189,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),426,654,6,4,Bachelor of Technology,0,Karnataka
51190,51190,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,ST,Gender-Neutral,158,269,6,4,Bachelor of Technology,0,Karnataka
51191,51191,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,HS,ST,Female-only (including Supernumerary),125,125,6,4,Bachelor of Technology,0,Karnataka
51192,51192,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,GEN,Gender-Neutral,456,1689,6,4,Bachelor of Technology,0,Karnataka
51193,51193,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,GEN,Female-only (including Supernumerary),2197,2641,6,4,Bachelor of Technology,0,Karnataka
51194,51194,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,OPEN (PwD),Gender-Neutral,14,14,6,4,Bachelor of Technology,0,Karnataka
51195,51195,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,EWS,Gender-Neutral,202,247,6,4,Bachelor of Technology,0,Karnataka
51196,51196,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,EWS,Female-only (including Supernumerary),356,356,6,4,Bachelor of Technology,0,Karnataka
51197,51197,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,EWS (PwD),Gender-Neutral,10,10,6,4,Bachelor of Technology,0,Karnataka
51198,51198,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,OBC-NCL,Gender-Neutral,282,444,6,4,Bachelor of Technology,0,Karnataka
51199,51199,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,OBC-NCL,Female-only (including Supernumerary),681,769,6,4,Bachelor of Technology,0,Karnataka
51200,51200,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,OBC-NCL (PwD),Female-only (including Supernumerary),31,31,6,4,Bachelor of Technology,0,Karnataka
51201,51201,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,SC,Gender-Neutral,89,141,6,4,Bachelor of Technology,0,Karnataka
51202,51202,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,SC,Female-only (including Supernumerary),171,171,6,4,Bachelor of Technology,0,Karnataka
51203,51203,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,SC (PwD),Gender-Neutral,5,5,6,4,Bachelor of Technology,0,Karnataka
51204,51204,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,ST,Gender-Neutral,28,54,6,4,Bachelor of Technology,0,Karnataka
51205,51205,"National Institute of Technology Karnataka, Surathkal",Computer Science and Engineering,OS,ST,Female-only (including Supernumerary),195,195,6,4,Bachelor of Technology,0,Karnataka
51206,51206,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,GEN,Gender-Neutral,6699,9534,6,4,Bachelor of Technology,0,Karnataka
51207,51207,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,GEN,Female-only (including Supernumerary),12997,15545,6,4,Bachelor of Technology,0,Karnataka
51208,51208,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,OPEN (PwD),Female-only (including Supernumerary),1345,1345,6,4,Bachelor of Technology,0,Karnataka
51209,51209,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,EWS,Gender-Neutral,2827,3106,6,4,Bachelor of Technology,0,Karnataka
51210,51210,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,EWS,Female-only (including Supernumerary),6584,6584,6,4,Bachelor of Technology,0,Karnataka
51211,51211,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,OBC-NCL,Gender-Neutral,4115,6505,6,4,Bachelor of Technology,0,Karnataka
51212,51212,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,OBC-NCL,Female-only (including Supernumerary),7899,9685,6,4,Bachelor of Technology,0,Karnataka
51213,51213,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,OBC-NCL (PwD),Gender-Neutral,148,148,6,4,Bachelor of Technology,0,Karnataka
51214,51214,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,SC,Gender-Neutral,2429,2918,6,4,Bachelor of Technology,0,Karnataka
51215,51215,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,SC,Female-only (including Supernumerary),2639,2639,6,4,Bachelor of Technology,0,Karnataka
51216,51216,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,ST,Gender-Neutral,619,674,6,4,Bachelor of Technology,0,Karnataka
51217,51217,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,ST,Female-only (including Supernumerary),885,885,6,4,Bachelor of Technology,0,Karnataka
51218,51218,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,GEN,Gender-Neutral,5232,7316,6,4,Bachelor of Technology,0,Karnataka
51219,51219,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,GEN,Female-only (including Supernumerary),8495,10445,6,4,Bachelor of Technology,0,Karnataka
51220,51220,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,OPEN (PwD),Gender-Neutral,189,189,6,4,Bachelor of Technology,0,Karnataka
51221,51221,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,EWS,Gender-Neutral,999,1359,6,4,Bachelor of Technology,0,Karnataka
51222,51222,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,EWS,Female-only (including Supernumerary),1794,1794,6,4,Bachelor of Technology,0,Karnataka
51223,51223,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,OBC-NCL,Gender-Neutral,1582,2889,6,4,Bachelor of Technology,0,Karnataka
51224,51224,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,OBC-NCL,Female-only (including Supernumerary),4498,5176,6,4,Bachelor of Technology,0,Karnataka
51225,51225,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,OBC-NCL (PwD),Gender-Neutral,191,191,6,4,Bachelor of Technology,0,Karnataka
51226,51226,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,SC,Gender-Neutral,830,1204,6,4,Bachelor of Technology,0,Karnataka
51227,51227,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,SC,Female-only (including Supernumerary),1946,2169,6,4,Bachelor of Technology,0,Karnataka
51228,51228,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,ST,Gender-Neutral,282,454,6,4,Bachelor of Technology,0,Karnataka
51229,51229,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,ST,Female-only (including Supernumerary),519,519,6,4,Bachelor of Technology,0,Karnataka
51230,51230,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,GEN,Gender-Neutral,3994,6612,6,4,Bachelor of Technology,0,Karnataka
51231,51231,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,GEN,Female-only (including Supernumerary),7438,8562,6,4,Bachelor of Technology,0,Karnataka
51232,51232,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,OPEN (PwD),Female-only (including Supernumerary),725,725,6,4,Bachelor of Technology,0,Karnataka
51233,51233,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,EWS,Gender-Neutral,1986,2630,6,4,Bachelor of Technology,0,Karnataka
51234,51234,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,EWS,Female-only (including Supernumerary),6226,6226,6,4,Bachelor of Technology,0,Karnataka
51235,51235,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,2350,4510,6,4,Bachelor of Technology,0,Karnataka
51236,51236,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,OBC-NCL,Female-only (including Supernumerary),5763,6739,6,4,Bachelor of Technology,0,Karnataka
51237,51237,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,SC,Gender-Neutral,1363,2284,6,4,Bachelor of Technology,0,Karnataka
51238,51238,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,SC,Female-only (including Supernumerary),1655,1655,6,4,Bachelor of Technology,0,Karnataka
51239,51239,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,ST,Gender-Neutral,304,562,6,4,Bachelor of Technology,0,Karnataka
51240,51240,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,ST,Female-only (including Supernumerary),603,603,6,4,Bachelor of Technology,0,Karnataka
